2022-06-15 17:03:30,016: Key.ctrl_l
2022-06-15 17:03:30,095: 'c'
2022-06-15 17:03:30,821: Key.up
2022-06-15 17:03:31,091: Key.enter
2022-06-15 17:03:32,405: Key.ctrl_l
2022-06-15 17:03:32,406: Key.ctrl_l
2022-06-15 17:03:32,466: 'c'
2022-06-15 17:03:32,466: 'c'
2022-06-15 17:03:32,765: Key.up
2022-06-15 17:03:32,766: Key.up
2022-06-15 17:03:33,085: Key.enter
2022-06-15 17:03:33,085: Key.enter
2022-06-15 17:03:34,820: 'g'
2022-06-15 17:03:34,820: 'g'
2022-06-15 17:03:34,821: 'g'
2022-06-15 17:03:34,962: 'e'
2022-06-15 17:03:34,962: 'e'
2022-06-15 17:03:34,963: 'e'
2022-06-15 17:03:35,042: 't'
2022-06-15 17:03:35,042: 't'
2022-06-15 17:03:35,043: 't'
2022-06-15 17:03:35,101: Key.space
2022-06-15 17:03:35,102: Key.space
2022-06-15 17:03:35,102: Key.space
2022-06-15 17:03:35,232: 'c'
2022-06-15 17:03:35,232: 'c'
2022-06-15 17:03:35,232: 'c'
2022-06-15 17:03:35,308: 'h'
2022-06-15 17:03:35,308: 'h'
2022-06-15 17:03:35,309: 'h'
2022-06-15 17:03:35,406: 'r'
2022-06-15 17:03:35,407: 'r'
2022-06-15 17:03:35,407: 'r'
2022-06-15 17:03:35,482: 'o'
2022-06-15 17:03:35,483: 'o'
2022-06-15 17:03:35,483: 'o'
2022-06-15 17:03:35,547: 'm'
2022-06-15 17:03:35,548: 'm'
2022-06-15 17:03:35,548: 'm'
2022-06-15 17:03:35,598: 'e'
2022-06-15 17:03:35,598: 'e'
2022-06-15 17:03:35,599: 'e'
2022-06-15 17:03:35,677: Key.space
2022-06-15 17:03:35,678: Key.space
2022-06-15 17:03:35,678: Key.space
2022-06-15 17:03:35,776: 'p'
2022-06-15 17:03:35,776: 'p'
2022-06-15 17:03:35,776: 'p'
2022-06-15 17:03:35,893: 'a'
2022-06-15 17:03:35,894: 'a'
2022-06-15 17:03:35,894: 'a'
2022-06-15 17:03:35,953: 's'
2022-06-15 17:03:35,953: 's'
2022-06-15 17:03:35,954: 's'
2022-06-15 17:03:36,085: 's'
2022-06-15 17:03:36,085: 's'
2022-06-15 17:03:36,086: 's'
2022-06-15 17:03:36,846: Key.enter
2022-06-15 17:03:36,846: Key.enter
2022-06-15 17:03:36,846: Key.enter
2022-06-15 17:03:55,104: Key.delete
2022-06-15 17:03:55,104: Key.delete
2022-06-15 17:03:55,104: Key.delete
2022-06-15 17:03:59,258: Key.delete
2022-06-15 17:03:59,258: Key.delete
2022-06-15 17:03:59,258: Key.delete
2022-06-15 17:04:05,058: Key.ctrl_l
2022-06-15 17:04:05,058: Key.ctrl_l
2022-06-15 17:04:05,058: Key.ctrl_l
2022-06-15 17:04:05,138: '\x03'
2022-06-15 17:04:05,139: '\x03'
2022-06-15 17:04:05,139: '\x03'
