2022-06-14 16:37:31,629: 'd'
2022-06-14 16:37:32,105: Key.enter
2022-06-14 16:37:32,637: 'a'
2022-06-14 16:37:32,639: 's'
2022-06-14 16:37:32,694: Key.enter
2022-06-14 16:37:32,749: 'd'
2022-06-14 16:37:32,855: Key.enter
2022-06-14 16:37:32,879: 'a'
2022-06-14 16:37:32,905: 's'
2022-06-14 16:37:32,975: 'd'
2022-06-14 16:37:33,041: Key.enter
2022-06-14 16:37:33,121: 'a'
2022-06-14 16:37:33,180: 's'
2022-06-14 16:37:33,212: Key.enter
2022-06-14 16:37:33,232: 'd'
2022-06-14 16:37:33,330: Key.enter
2022-06-14 16:37:33,481: Key.enter
2022-06-14 16:37:33,537: 'a'
2022-06-14 16:37:33,539: 's'
2022-06-14 16:37:33,616: 'd'
2022-06-14 16:37:33,639: Key.enter
2022-06-14 16:37:33,799: 'a'
2022-06-14 16:37:33,840: 's'
2022-06-14 16:37:33,845: Key.enter
2022-06-14 16:37:33,901: 'd'
2022-06-14 16:37:33,967: Key.enter
2022-06-14 16:37:33,989: 's'
2022-06-14 16:37:34,014: 'a'
2022-06-14 16:37:34,106: 'd'
2022-06-14 16:37:37,611: 'e'
2022-06-14 16:37:37,852: 'n'
2022-06-14 16:37:37,971: 'd'
2022-06-14 16:37:42,806: 'e'
2022-06-14 16:37:42,881: 'n'
2022-06-14 16:37:42,976: 'd'
2022-06-14 16:37:49,613: Key.ctrl_l
2022-06-14 16:37:49,694: '\x03'
2022-06-14 16:37:50,155: '\x03'
2022-06-14 16:37:50,264: '\x03'
2022-06-14 16:37:50,444: '\x03'
2022-06-14 16:37:50,606: '\x03'
2022-06-14 16:37:51,520: Key.ctrl_l
2022-06-14 16:37:51,581: '\x03'
2022-06-14 16:38:29,712: Key.ctrl_l
2022-06-14 16:38:29,844: 'c'
2022-06-14 16:38:30,928: Key.up
2022-06-14 16:38:31,195: Key.enter
2022-06-14 16:40:13,694: Key.enter
2022-06-14 16:40:14,261: 't'
2022-06-14 16:40:14,401: 'r'
2022-06-14 16:40:14,495: 'y'
2022-06-14 16:40:14,581: Key.space
2022-06-14 16:40:15,767: Key.backspace
2022-06-14 16:40:16,038: Key.shift_r
2022-06-14 16:40:16,130: ':'
2022-06-14 16:40:16,292: Key.enter
2022-06-14 16:40:17,797: Key.delete
2022-06-14 16:40:18,141: Key.delete
2022-06-14 16:40:18,300: Key.delete
